rowid;sy_snum;sy_pnum;disc_year;pl_ntranspec;st_nrvc;st_nspec;pl_nespec;st_nphot;ra;dec;glon;elon;glat;elat;st_mass;pl_radelim;pl_rade;pl_radj;pl_radjlim;sy_dist;pl_bmasse;pl_bmassj;pl_bmasselim;pl_bmassjlim;pl_denslim;pl_dens;sy_disterr2;sy_disterr1;pl_nnotes;sy_kmag;st_teff;st_tefflim;sy_vmag;sy_hmag;sy_tmag;sy_vmagerr1;sy_tmagerr1;sy_tmagerr2;sy_pmdec;sy_pm;sy_pmra;sy_vmagerr2;st_lum;sy_pmdecerr1;sy_pmerr1;sy_pmraerr1;sy_jmag;st_rad;sy_hmagerr2;sy_hmagerr1;st_logg;st_logglim;pl_orbper;pl_orbperlim;sy_pmraerr2;sy_pmdecerr2;sy_pmerr2;sy_kmagerr1;sy_jmagerr2;sy_jmagerr1;sy_kmagerr2;sy_gaiamag;sy_gaiamagerr2;sy_gaiamagerr1;st_masserr1;pl_orbsmaxlim;pl_orbsmax;st_masserr2;sy_plxerr2;sy_plx;sy_plxerr1;sy_bmag;sy_bmagerr1;sy_bmagerr2;st_tefferr1;st_raderr1;st_tefferr2;st_raderr2;st_loggerr1;st_loggerr2;st_met;st_metlim;sy_w2mag;sy_w3mag;sy_w4mag;sy_w1mag;st_dens;sy_w2magerr1;sy_w1magerr1;st_denserr1;st_denserr2;pl_orbpererr1;pl_orbpererr2;st_meterr2;st_meterr1;pl_orbeccenlim;pl_orbeccen;sy_w2magerr2;sy_w1magerr2
1;2;1;2007;0;2;0;0;1;185,178779;17,793252;264,137750;177,421770;78,280580;18,333920;2,700000;0,000000;12,100000;1,080000;0,000000;93,184600;6165,600000;19,400000;0,000000;0,000000;0,000000;19,100000;-1,923800;1,923800;2,000000;2,282000;4742,000000;0,000000;4,723070;2,484000;3,837900;0,023000;0,007100;-0,007100;88,170100;140,383627;-109,241000;-0,023000;2,243000;0,277297;0,301395;0,316107;2,943000;19,000000;-0,268000;0,268000;2,310000;0,000000;326,030000;0,000000;-0,316107;-0,277297;-0,301395;0,346000;-0,334000;0,334000;-0,346000;4,440380;-0,003848;0,003848;0,300000;0,000000;1,290000;-0,300000;-0,219739;10,710400;0,219739;5,726000;0,017000;-0,017000;100,000000;2,000000;-100,000000;-2,000000;0,100000;-0,100000;-0,350000;0,000000;0,732000;2,358000;2,270000;0,639000;nan;nan;nan;nan;nan;0,320000;-0,320000;-0,090000;0,090000;0,000000;0,231000;nan;nan
2;1;1;2009;0;1;0;0;1;229,274595;71,823943;108,719000;141,646990;41,044370;74,958210;2,780000;0,000000;12,300000;1,090000;0,000000;125,321000;4684,814200;14,740000;0,000000;0,000000;0,000000;13,800000;-1,976500;1,976500;0,000000;1,939000;4213,000000;0,000000;5,013000;2,091000;3,822940;0,005000;0,007500;-0,007500;10,113200;10,679019;3,429960;-0,005000;2,430000;0,217259;0,218806;0,231822;2,876000;29,790000;-0,194000;0,194000;1,930000;0,000000;516,219970;0,000000;-0,231822;-0,217259;-0,218806;0,270000;-0,230000;0,230000;-0,270000;4,562160;-0,003903;0,003903;0,690000;0,000000;1,530000;-0,690000;-0,124857;7,953880;0,124857;6,382000;0,045000;-0,045000;46,000000;2,840000;-46,000000;-2,840000;0,070000;-0,070000;-0,020000;0,000000;0,143000;1,894000;1,787000;-0,290000;nan;nan;nan;nan;nan;3,200000;-3,200000;nan;nan;0,000000;0,080000;nan;nan
3;1;1;2008;0;1;0;0;1;352,824150;39,235837;106,412690;11,963220;-21,051410;38,229010;2,200000;0,000000;12,900000;1,150000;0,000000;75,439200;1525,500000;4,800000;0,000000;0,000000;0,000000;3,900000;-0,714000;0,714000;0,000000;2,331000;4813,000000;0,000000;5,231330;2,608000;4,321400;0,023000;0,007300;-0,007300;-83,758200;299,252618;287,292000;-0,023000;1,763000;0,141256;0,182684;0,185780;3,019000;11,000000;-0,184000;0,184000;2,630000;0,000000;185,840000;0,000000;-0,185780;-0,141256;-0,182684;0,240000;-0,180000;0,180000;-0,240000;4,917810;-0,002826;0,002826;0,100000;0,000000;0,830000;-0,200000;-0,124501;13,228900;0,124501;6,256000;0,017000;-0,017000;20,000000;1,000000;-20,000000;-1,000000;0,070000;-0,070000;-0,240000;0,000000;2,545000;2,719000;2,719000;1,592000;nan;0,524000;nan;nan;nan;0,230000;-0,230000;-0,030000;0,030000;0,000000;0,000000;nan;nan
4;1;2;2002;0;4;1;0;1;242,602101;43,816362;69,168490;223,247170;46,944470;62,878850;0,910000;0,000000;12,600000;1,120000;0,000000;17,932300;2559,472160;8,053000;0,000000;0,000000;0,000000;7,030000;-0,007300;0,007300;0,000000;4,714000;5338,000000;0,000000;6,619350;4,803000;5,863100;0,023000;0,006000;-0,006000;-296,464000;324,530306;132,019000;-0,023000;-0,153000;0,043148;0,042417;0,038519;5,158000;0,930000;-0,016000;0,016000;4,450000;0,000000;1765,038900;0,000000;-0,038519;-0,043148;-0,042417;0,016000;-0,029000;0,029000;-0,016000;6,383000;-0,000351;0,000351;0,110000;0,000000;2,774000;-0,110000;-0,022596;55,736300;0,022596;7,495000;0,020000;-0,020000;25,000000;0,010000;-25,000000;-0,010000;0,020000;-0,020000;0,405000;0,000000;4,543000;4,721000;4,674000;4,676000;1,273930;0,086000;0,173000;0,349530;-0,307280;1,677090;-1,872560;-0,047000;0,047000;0,000000;0,373000;nan;nan
5;3;1;1996;0;4;3;0;1;295,465642;50,516824;83,335580;321,211760;13,204460;69,468030;1,080000;0,000000;13,500000;1,200000;0,000000;21,139700;565,737400;1,780000;0,000000;0,000000;0,000000;1,260000;-0,011100;0,011000;5,000000;4,651000;5750,000000;0,000000;6,215000;4,695000;5,628100;0,016000;0,006000;-0,006000;-162,493000;211,122213;-134,791000;-0,016000;0,097000;0,045017;0,046880;0,049463;4,993000;1,130000;-0,036000;0,036000;4,360000;0,000000;798,500000;0,000000;-0,049463;-0,045017;-0,046880;0,016000;-0,037000;0,037000;-0,016000;6,064280;-0,000603;0,000603;0,040000;0,000000;1,660000;-0,040000;-0,024532;47,275400;0,024532;6,876000;0,072498;-0,072498;8,000000;0,010000;-8,000000;-0,010000;0,010000;-0,010000;0,060000;0,000000;4,568000;4,926000;4,713000;4,773000;1,011030;0,106000;0,236000;0,292730;-0,200810;1,000000;-1,000000;nan;nan;0,000000;0,680000;-0,106000;-0,236000
6;1;1;2020;0;0;0;0;0;243,462087;-11,837791;1,302620;243,704490;27,343010;9,211810;1,220000;0,000000;12,900000;1,150000;0,000000;124,953000;1373,018720;4,320000;0,000000;0,000000;0,000000;3,510000;-2,590000;2,590000;nan;2,094000;4157,000000;0,000000;5,226060;2,266000;3,976550;0,023000;0,008000;-0,008000;-9,061760;10,668200;-5,629830;-0,023000;2,254000;0,289228;0,298263;0,320487;2,943000;25,920000;-0,228000;0,228000;1,700000;0,000000;578,380000;0,000000;-0,320487;-0,289228;-0,298263;0,244000;-0,270000;0,270000;-0,244000;4,754290;-0,005055;0,005055;0,130000;0,000000;1,450000;-0,140000;-0,164543;7,980500;0,164543;6,615000;0,015000;-0,015000;11,000000;0,780000;-10,000000;-0,740000;0,040000;-0,060000;-0,010000;0,000000;0,752000;2,058000;1,931000;0,122000;nan;nan;nan;nan;nan;2,010000;-2,090000;-0,100000;0,100000;0,000000;0,060000;nan;nan
7;2;1;2008;0;1;0;0;1;314,607838;10,839138;58,691210;320,590930;-21,974800;26,786780;2,300000;0,000000;12,500000;1,110000;0,000000;76,222000;3273,500000;10,300000;0,000000;0,000000;0,000000;9,210000;-0,621700;0,621700;2,000000;3,366000;4979,000000;0,000000;5,510480;3,440000;4,718100;0,023000;0,006700;-0,006700;-34,197600;60,603853;-50,033500;-0,023000;1,602000;0,174949;0,156677;0,147366;4,032000;8,500000;-0,186000;0,186000;2,820000;0,000000;993,300000;0,000000;-0,147366;-0,174949;-0,156677;0,204000;-0,236000;0,236000;-0,204000;5,274760;-0,002654;0,002654;nan;0,000000;2,600000;nan;-0,106193;13,092200;0,106193;6,430000;0,018000;-0,018000;18,000000;nan;-18,000000;nan;0,060000;-0,060000;-0,052000;0,000000;2,931000;3,355000;3,308000;3,370000;nan;0,416000;0,373000;nan;nan;3,200000;-3,200000;-0,023000;0,023000;0,000000;0,080000;-0,416000;-0,373000
8;1;1;2008;0;0;0;0;0;242,376234;-21,083140;352,890500;244,365670;22,030310;-0,068520;0,850000;0,000000;18,647000;1,664000;0,000000;139,135000;3000,000000;8,000000;0,000000;0,000000;0,000000;2,540000;-1,307000;1,332000;0,000000;8,916000;4060,000000;0,000000;12,618000;9,121000;11,194100;0,069000;0,007500;-0,007500;-23,204300;25,377170;-10,274300;-0,069000;-0,370000;0,083486;0,088795;0,112028;9,820000;1,310000;-0,023000;0,023000;4,000000;0,000000;nan;nan;-0,112028;-0,083486;-0,088795;0,021000;-0,027000;0,027000;-0,021000;12,057200;-0,002275;0,002275;0,200000;0,000000;330,000000;-0,100000;-0,067647;7,159490;0,067647;14,168000;0,049000;-0,049000;300,000000;0,180000;-200,000000;-0,100000;0,140000;-0,100000;nan;nan;8,790000;8,684000;8,531000;8,794000;0,387890;0,020000;0,022000;0,180190;-0,106970;nan;nan;nan;nan;nan;nan;-0,020000;-0,022000
9;1;1;2018;0;0;0;0;1;217,155524;49,844649;90,163730;185,923430;60,644700;58,887950;0,990000;0,000000;13,900000;1,240000;0,000000;95,986300;289,225300;0,910000;0,000000;0,000000;0,000000;0,592000;-0,636850;0,636850;0,000000;3,159000;4893,000000;0,000000;5,590000;3,340000;4,781200;0,001000;0,006400;-0,006400;-46,816100;307,646978;-304,064000;-0,001000;1,774000;0,109763;0,096549;0,096214;3,845000;10,640000;-0,190000;0,190000;2,420000;0,000000;30,350600;0,000000;-0,096214;-0,109763;-0,096549;0,280000;-0,240000;0,240000;-0,280000;5,333900;-0,002000;0,002000;0,190000;0,000000;0,190000;-0,130000;-0,068599;10,390000;0,068599;6,439000;0,031639;-0,031639;15,000000;0,840000;-15,000000;-0,590000;0,100000;-0,100000;-0,770000;0,000000;nan;nan;nan;nan;nan;nan;nan;nan;nan;0,007800;-0,007700;-0,030000;0,030000;0,000000;0,042000;nan;nan
10;1;2;2010;0;2;1;0;1;155,868487;-0,902400;245,085690;157,993910;44,715800;-10,198180;1,540000;0,000000;13,400000;1,190000;0,000000;72,069100;632,460000;1,990000;0,000000;0,000000;0,000000;1,440000;-0,672800;0,685400;0,000000;4,285000;5098,000000;0,000000;6,453500;4,486000;5,641600;0,023000;0,006000;-0,006000;-36,272100;74,627747;65,219900;-0,023000;1,164000;0,244089;0,187901;0,166731;5,292000;4,900000;-0,076000;0,076000;3,500000;0,000000;452,800000;0,000000;-0,166731;-0,244089;-0,187901;0,016000;-0,338000;0,338000;-0,016000;6,203740;-0,000498;0,000498;0,080000;0,000000;1,333000;-0,080000;-0,129756;13,848800;0,129756;7,399000;0,019000;-0,019000;44,000000;0,080000;-44,000000;-0,080000;0,100000;-0,100000;-0,030000;0,000000;3,598000;4,254000;4,201000;4,094000;nan;0,156000;0,327000;nan;nan;2,100000;-4,500000;-0,040000;0,040000;0,000000;0,090000;-0,156000;-0,327000
11;1;2;2010;0;2;1;0;1;155,868487;-0,902400;245,085690;157,993910;44,715800;-10,198180;1,540000;0,000000;13,900000;1,240000;0,000000;72,069100;273,320000;0,860000;0,000000;0,000000;0,000000;0,559000;-0,672800;0,685400;0,000000;4,285000;5098,000000;0,000000;6,453500;4,486000;5,641600;0,023000;0,006000;-0,006000;-36,272100;74,627747;65,219900;-0,023000;1,164000;0,244089;0,187901;0,166731;5,292000;4,900000;-0,076000;0,076000;3,500000;0,000000;883,000000;0,000000;-0,166731;-0,244089;-0,187901;0,016000;-0,338000;0,338000;-0,016000;6,203740;-0,000498;0,000498;0,080000;0,000000;2,080000;-0,080000;-0,129756;13,848800;0,129756;7,399000;0,019000;-0,019000;44,000000;0,080000;-44,000000;-0,080000;0,100000;-0,100000;-0,030000;0,000000;3,598000;4,254000;4,201000;4,094000;nan;0,156000;0,327000;nan;nan;32,400000;-13,800000;-0,040000;0,040000;0,000000;0,290000;-0,156000;-0,327000
12;1;1;2021;0;0;0;0;0;69,340553;26,850300;172,819750;71,584130;-13,445930;4,721930;0,170000;0,000000;13,000000;1,160000;0,000000;128,484000;1271,313630;4,000000;0,000000;0,000000;0,000000;3,180000;-1,174000;1,196000;2,000000;10,386000;3100,000000;0,000000;16,186000;10,656000;13,012300;1,133000;0,007392;-0,007392;-26,988700;28,336260;8,634450;-1,133000;-1,164000;0,109749;0,118387;0,182398;11,298000;0,840000;-0,021000;0,021000;4,500000;0,000000;nan;nan;-0,182398;-0,109749;-0,118387;0,018000;-0,020000;0,020000;-0,018000;14,337400;-0,000772;0,000772;0,010000;0,000000;118,000000;-0,020000;-0,071247;7,755240;0,071247;17,237000;0,102000;-0,102000;100,000000;0,110000;-100,000000;-0,110000;0,500000;-0,500000;0,010000;0,000000;10,120000;10,104000;7,992000;10,284000;3,320180;0,021000;0,023000;0,189840;-0,189840;nan;nan;-0,050000;0,050000;nan;nan;-0,021000;-0,023000
13;2;1;2013;0;0;0;0;0;15,899249;-55,265829;299,268880;341,468120;-61,775860;-54,694140;0,190000;0,000000;12,300000;1,100000;0,000000;47,200000;4131,790000;13,000000;0,000000;0,000000;0,000000;12,200000;-3,100000;3,100000;1,000000;9,237001;nan;nan;15,788000;9,580000;12,089000;0,275000;0,017000;-0,017000;nan;nan;nan;-0,275000;nan;nan;nan;nan;10,162000;nan;-0,025000;0,025000;nan;nan;nan;nan;nan;nan;nan;0,022000;-0,023000;0,023000;-0,022000;nan;nan;nan;0,020000;0,000000;84,000000;-0,020000;nan;nan;nan;16,993000;0,121000;-0,121000;nan;nan;nan;nan;nan;nan;nan;nan;8,804000;8,558000;7,817000;9,047000;nan;0,020000;0,023000;nan;nan;nan;nan;nan;nan;nan;nan;-0,020000;-0,023000
14;1;1;2013;0;0;0;0;0;20,712801;-24,664613;195,453850;8,622670;-82,519900;-30,711970;0,400000;0,000000;11,209000;1,000000;0,000000;33,828100;7786,500000;24,500000;0,000000;0,000000;0,000000;30,400000;-0,086000;0,086400;0,000000;9,198000;3530,000000;0,000000;14,244000;9,470000;11,624300;0,074000;0,007488;-0,007488;-123,398000;172,442667;120,455000;-0,074000;-1,720000;0,119485;0,150278;0,176921;10,084000;0,370000;-0,023000;0,023000;4,860000;0,000000;nan;nan;-0,176921;-0,119485;-0,150278;0,026000;-0,028000;0,028000;-0,026000;12,902500;-0,001151;0,001151;0,050000;0,000000;52,000000;-0,050000;-0,074759;29,532600;0,074759;15,706000;0,071000;-0,071000;50,000000;0,010000;-50,000000;-0,010000;0,000000;0,000000;nan;nan;8,857000;8,747000;8,298000;9,022000;10,118680;0,019000;0,023000;0,339160;-0,339160;nan;nan;nan;nan;nan;nan;-0,019000;-0,023000
15;1;1;2015;0;0;0;0;0;34,842705;-39,423077;252,453430;13,509010;-67,984020;-49,305140;0,110000;0,000000;16,141000;1,440000;0,000000;40,089641;4417,837000;13,900000;0,000000;0,000000;0,000000;5,770000;-0,194050;0,194050;0,000000;10,404000;3064,000000;0,000000;nan;10,811000;13,430400;nan;0,007697;-0,007697;-35,900000;109,600000;103,600000;nan;-2,230000;0,100000;0,100000;0,100000;11,381000;0,280000;-0,027000;0,027000;4,590000;0,000000;nan;nan;nan;nan;nan;0,025000;-0,026000;0,026000;-0,025000;15,012300;-0,000624;0,000624;0,010000;0,000000;156,000000;-0,010000;-0,120739;24,944100;0,120739;18,549000;0,162000;-0,162000;76,000000;0,010000;-76,000000;-0,010000;0,060000;-0,060000;nan;nan;9,901000;9,614000;9,001000;10,148000;17,670760;0,020000;0,023000;0,137360;-0,137360;nan;nan;nan;nan;nan;nan;-0,020000;-0,023000
16;1;1;2010;0;0;0;0;0;70,437108;23,030854;176,510650;72,050250;-15,114350;0,802360;0,020000;0,000000;12,600000;1,130000;0,000000;120,423987;2383,600000;7,500000;0,000000;0,000000;0,000000;6,550000;-5,478342;5,478342;0,000000;13,161000;2936,000000;0,000000;nan;13,726000;17,181500;nan;0,030422;-0,030422;-21,400000;23,200000;9,000000;nan;-2,444000;0,500000;0,600000;0,900000;14,419000;0,230000;-0,029000;0,029000;5,010000;0,000000;nan;nan;nan;nan;nan;0,025000;-0,026000;0,026000;-0,025000;18,966800;-0,006833;0,006833;nan;0,000000;15,000000;nan;-0,377766;8,303994;0,377766;nan;nan;nan;182,000000;0,010000;-182,000000;-0,010000;0,000000;0,000000;nan;nan;nan;nan;nan;nan;22,781100;nan;nan;0,873040;-0,873040;nan;nan;nan;nan;nan;nan;nan;nan
17;1;1;2004;0;0;0;0;0;181,889091;-39,548440;293,790110;199,743420;22,543090;-35,035060;0,020000;0,000000;12,900000;1,150000;0,000000;64,308000;1589,150000;5,000000;0,000000;0,000000;0,000000;4,070000;-0,644000;0,656900;nan;11,945000;2825,000000;0,000000;20,150000;12,388000;15,662000;0,190000;0,011252;-0,011252;-23,719800;68,331513;-64,082500;nan;-2,561000;0,129679;0,223178;0,233085;12,995000;0,220000;-0,027000;0,027000;5,030000;0,000000;nan;nan;-0,233085;-0,129679;-0,223178;0,026000;-0,026000;0,026000;-0,026000;17,407600;-0,002154;0,002154;nan;0,000000;55,000000;nan;-0,156079;15,524200;0,156079;nan;nan;nan;157,000000;0,010000;-157,000000;-0,010000;0,020000;-0,020000;nan;nan;11,017000;9,469000;8,121000;11,574000;25,279450;0,020000;0,023000;0,311010;-0,311010;nan;nan;nan;nan;nan;nan;-0,020000;-0,023000
18;2;3;2015;0;0;0;0;0;294,635917;46,066408;79,018760;314,709350;11,674260;65,725340;0,480000;0,000000;13,400000;1,200000;0,000000;396,332000;603,877000;1,900000;0,000000;0,000000;0,000000;1,380000;-6,388500;6,388500;1,000000;12,955000;29564,000000;0,000000;12,651000;12,889000;12,456100;0,215000;0,015900;-0,015900;-4,637800;6,965016;5,196370;-0,215000;1,450000;0,077250;0,077153;0,077075;12,757000;0,200000;-0,020000;0,020000;5,510000;0,000000;406,000000;0,000000;-0,077075;-0,077250;-0,077153;0,029000;-0,022000;0,022000;-0,029000;12,137600;-0,003687;0,003687;nan;0,000000;0,920000;nan;-0,040351;2,495220;0,040351;12,112000;0,307000;-0,307000;nan;0,000000;nan;0,000000;0,010000;-0,010000;-0,092000;0,000000;12,920000;12,670000;9,203000;12,862000;nan;0,024000;0,023000;nan;nan;4,000000;-4,000000;nan;nan;0,000000;0,330000;-0,024000;-0,023000
19;1;1;2016;0;0;0;0;0;339,102593;47,861683;100,748460;6,859020;-9,109230;50,853300;0,600000;0,000000;12,300000;1,100000;0,000000;69,573700;3972,875000;12,500000;0,000000;0,000000;0,000000;11,700000;-0,158500;0,159200;2,000000;9,148000;4045,000000;0,000000;12,368000;9,338000;11,128600;0,057000;0,006100;-0,006100;-30,483900;69,889797;62,891300;-0,057000;-1,021000;0,058550;0,059590;0,059832;9,975000;0,640000;-0,021000;0,021000;4,620000;0,000000;nan;nan;-0,059832;-0,058550;-0,059590;0,018000;-0,022000;0,022000;-0,018000;11,948400;-0,000737;0,000737;0,050000;0,000000;230,000000;-0,050000;-0,032570;14,344400;0,032570;13,731000;0,177000;-0,177000;35,000000;0,060000;-35,000000;-0,060000;0,090000;-0,130000;nan;nan;9,094000;8,947000;8,731000;9,058000;3,369940;0,020000;0,023000;1,233960;-1,057690;nan;nan;nan;nan;nan;nan;-0,020000;-0,023000
20;4;1;2009;0;1;0;0;1;39,241274;24,648010;151,476810;44,564520;-32,309300;8,854570;1,930000;0,000000;12,300000;1,100000;0,000000;44,657000;4392,410600;13,820000;0,000000;0,000000;0,000000;13,000000;-0,103400;0,103900;5,000000;5,822000;6331,000000;0,000000;7,092090;5,908000;6,604000;0,023000;0,006000;-0,006000;-10,677400;141,813532;141,411000;-0,023000;0,381000;0,086137;0,083108;0,083090;6,080000;1,410000;-0,029000;0,029000;4,430000;0,000000;335,100010;0,000000;-0,083090;-0,086137;-0,083108;0,021000;-0,020000;0,020000;-0,021000;6,960850;-0,000512;0,000512;0,270000;0,000000;0,990000;-0,270000;-0,051581;22,364100;0,051581;7,458000;0,025000;-0,025000;61,000000;0,050000;-61,000000;-0,050000;0,050000;-0,050000;0,190000;0,000000;5,669000;5,825000;5,679000;5,963000;0,743000;0,024000;0,058000;0,219370;-0,128640;2,500000;-2,500000;nan;nan;0,000000;0,290000;-0,024000;-0,058000
21;1;1;2006;0;0;0;0;1;130,052810;64,328050;151,358820;112,809050;35,956540;44,028090;1,230000;0,000000;12,700000;1,130000;0,000000;73,460300;2256,500000;7,100000;0,000000;0,000000;0,000000;6,050000;-1,186050;1,186050;0,000000;1,734000;4415,000000;0,000000;4,580100;2,021000;3,568100;0,023000;0,007700;-0,007700;26,362000;66,657138;-61,222700;-0,023000;2,062000;0,260603;0,303144;0,310392;2,619000;18,110000;-0,186000;0,186000;1,800000;0,000000;269,300000;0,000000;-0,310392;-0,260603;-0,303144;0,218000;-0,290000;0,290000;-0,218000;4,237730;-0,004729;0,004729;0,150000;0,000000;0,870000;-0,150000;-0,218058;13,590100;0,218058;5,770000;0,016000;-0,016000;70,000000;1,470000;-70,000000;-1,470000;0,150000;-0,150000;-0,250000;0,000000;0,100000;1,817000;1,755000;-0,342000;nan;nan;nan;nan;nan;1,960000;-1,960000;-0,040000;0,040000;0,000000;0,432000;nan;nan
22;2;1;2008;0;1;0;0;1;276,497505;65,563365;95,419120;342,268460;27,125040;87,182910;0,980000;0,000000;13,000000;1,160000;0,000000;90,654500;1233,130000;3,880000;0,000000;0,000000;0,000000;3,080000;-1,322700;1,322700;1,000000;2,085000;4200,000000;0,000000;4,826200;2,197000;3,753500;0,023000;0,008700;-0,008700;-25,104100;108,200542;105,248000;-0,023000;2,155000;0,354036;0,342779;0,342127;2,949000;22,030000;-0,196000;0,196000;1,710000;0,000000;479,100000;0,000000;-0,342127;-0,354036;-0,342779;0,216000;-0,234000;0,234000;-0,216000;4,432160;-0,006238;0,006238;0,050000;0,000000;1,190000;-0,050000;-0,159689;11,006100;0,159689;6,005000;0,016000;-0,016000;70,000000;1,000000;-70,000000;-1,000000;0,050000;-0,050000;-0,460000;0,000000;0,372000;2,022000;1,892000;-0,152000;nan;nan;nan;nan;nan;6,200000;-6,200000;-0,050000;0,050000;0,000000;0,380000;nan;nan
23;1;3;1996;0;9;3;0;1;164,864761;40,430493;175,783050;149,068310;63,367700;31,061220;1,060000;0,000000;13,200000;1,180000;0,000000;13,796700;804,080000;2,530000;0,000000;0,000000;0,000000;1,920000;-0,028900;0,028900;nan;3,750000;5872,000000;0,000000;5,033520;3,736000;4,469800;0,023000;0,007300;-0,007300;55,013900;322,370857;-317,642000;-0,023000;0,198000;0,249541;0,203139;0,201582;3,960000;1,210000;-0,224000;0,224000;4,300000;0,000000;1078,000000;0,000000;-0,201582;-0,249541;-0,203139;0,340000;-0,296000;0,296000;-0,340000;4,878370;-0,003829;0,003829;0,130000;0,000000;2,100000;-0,140000;-0,150701;72,452800;0,150701;5,646000;0,021000;-0,021000;92,940000;0,040000;-113,530000;-0,060000;0,070000;-0,070000;0,040000;0,000000;3,143000;3,586000;3,553000;3,556000;0,836620;0,314000;0,353000;0,159240;-0,153760;2,000000;-2,000000;-0,100000;0,100000;0,000000;0,032000;nan;nan
24;1;3;2001;0;9;3;0;1;164,864761;40,430493;175,783050;149,068310;63,367700;31,061220;1,060000;0,000000;14,200000;1,270000;0,000000;13,796700;171,621000;0,540000;0,000000;0,000000;0,000000;0,329000;-0,028900;0,028900;nan;3,750000;5872,000000;0,000000;5,033520;3,736000;4,469800;0,023000;0,007300;-0,007300;55,013900;322,370857;-317,642000;-0,023000;0,198000;0,249541;0,203139;0,201582;3,960000;1,210000;-0,224000;0,224000;4,300000;0,000000;2391,000000;0,000000;-0,201582;-0,249541;-0,203139;0,340000;-0,296000;0,296000;-0,340000;4,878370;-0,003829;0,003829;0,130000;0,000000;3,600000;-0,140000;-0,150701;72,452800;0,150701;5,646000;0,021000;-0,021000;92,940000;0,040000;-113,530000;-0,060000;0,070000;-0,070000;0,040000;0,000000;3,143000;3,586000;3,553000;3,556000;0,836620;0,314000;0,353000;0,159240;-0,153760;100,000000;-87,000000;-0,100000;0,100000;0,000000;0,098000;nan;nan
25;1;3;2009;0;9;3;0;1;164,864761;40,430493;175,783050;149,068310;63,367700;31,061220;1,060000;0,000000;13,500000;1,200000;0,000000;13,796700;521,220000;1,640000;0,000000;0,000000;0,000000;1,160000;-0,028900;0,028900;nan;3,750000;5872,000000;0,000000;5,033520;3,736000;4,469800;0,023000;0,007300;-0,007300;55,013900;322,370857;-317,642000;-0,023000;0,198000;0,249541;0,203139;0,201582;3,960000;1,210000;-0,224000;0,224000;4,300000;0,000000;14002,000000;0,000000;-0,201582;-0,249541;-0,203139;0,340000;-0,296000;0,296000;-0,340000;4,878370;-0,003829;0,003829;0,130000;0,000000;11,600000;-0,140000;-0,150701;72,452800;0,150701;5,646000;0,021000;-0,021000;92,940000;0,040000;-113,530000;-0,060000;0,070000;-0,070000;0,040000;0,000000;3,143000;3,586000;3,553000;3,556000;0,836620;0,314000;0,353000;0,159240;-0,153760;4018,000000;-5095,000000;-0,100000;0,100000;0,000000;0,160000;nan;nan
26;3;1;2015;0;0;0;0;1;69,400742;-2,473825;198,612970;67,309740;-30,657640;-24,305320;1,750000;0,000000;13,400000;1,190000;0,000000;29,757500;635,660000;2,000000;0,000000;0,000000;0,000000;1,450000;-0,120300;0,121300;5,000000;4,537000;7295,000000;0,000000;5,211490;4,770000;4,957400;0,023000;0,006500;-0,006500;-63,832900;77,728795;44,352300;-0,023000;0,850000;0,178120;0,195429;0,227124;4,744000;1,490000;-0,076000;0,076000;4,310000;0,000000;11688,000000;0,000000;-0,227124;-0,178120;-0,195429;0,024000;-0,037000;0,037000;-0,024000;5,158060;-0,002308;0,002308;0,050000;0,000000;13,200000;-0,050000;-0,135431;33,577000;0,135431;5,486000;0,023000;-0,023000;120,090000;0,050000;-98,990000;-0,060000;0,090000;-0,070000;-0,027000;0,000000;4,310000;4,575000;4,390000;4,543000;0,707120;0,117000;0,210000;0,159740;-0,134680;6209,250000;-3287,250000;-0,045000;0,045000;0,000000;0,450000;-0,117000;-0,210000
27;1;1;1995;0;5;4;0;1;344,367540;20,769096;90,063740;354,285120;-34,727500;25,186330;1,030000;0,000000;14,300000;1,270000;0,000000;15,461400;146,201800;0,460000;0,000000;0,000000;0,000000;0,275000;-0,029700;0,029700;1,000000;3,911000;5758,000000;0,000000;5,453090;4,234000;4,857600;0,023000;0,006900;-0,006900;62,094000;216,460340;207,363000;-0,023000;0,136000;0,166006;0,204079;0,207151;4,655000;1,180000;-0,270000;0,270000;4,310000;0,000000;4,230785;0,000000;-0,207151;-0,166006;-0,204079;0,021000;-0,296000;0,296000;-0,021000;5,286470;-0,002768;0,002768;0,170000;0,000000;0,052700;-0,090000;-0,123201;64,648800;0,123201;6,104000;0,020000;-0,020000;101,620000;0,070000;-119,620000;-0,040000;0,080000;-0,060000;0,180000;0,000000;3,624000;3,929000;3,904000;3,909000;0,893740;0,246000;0,387000;0,196190;-0,150140;0,000036;-0,000036;-0,100000;0,100000;0,000000;0,013000;-0,246000;-0,387000
